"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"1853811149";"Passionate Women";"Meredith Tax";"0";"Trafalgar Square";"http://images.amazon.com/images/P/1853811149.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1853811149.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1853811149.01.LZZZZZZZ.jpg"
"0340218371";"Every other Sunday";"Jean Rennie";"1977";"Coronet";"http://images.amazon.com/images/P/0340218371.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0340218371.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0340218371.01.LZZZZZZZ.jpg"
"033031405X";"The Asking Price";"Jessica Stirling";"1990";"Pan Macmillan";"http://images.amazon.com/images/P/033031405X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/033031405X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/033031405X.01.LZZZZZZZ.
"0434140910";"Rock Star";"Jackie Collins";"0";"Wiliam Heinemann";"http://images.amazon.com/images/P/0434140910.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0434140910.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0434140910.01.LZZZZZZZ.jpg"
"0491015488";"The widower's son";"Alan Sillitoe";"1976";"Allen";"http://images.amazon.com/images/P/0491015488.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0491015488.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0491015488.01.LZZZZZZZ.jpg"
"0316912360";"Drop the Dead Donkey";"Andy Hamilton";"1994";"Time Warner Books UK";"http://images.amazon.com/images/P/0316912360.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316912360.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316912360.01.L
"037359688X";"Dangerous Liaisons";"McKenna";"1999";"Harlequin Mills &amp; Boon Ltd";"http://images.amazon.com/images/P/037359688X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/037359688X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/037359688X.01
"0140153942";"Time of My Life";"Denis Healey";"0";"Penguin Putnam~trade";"http://images.amazon.com/images/P/0140153942.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140153942.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140153942.01.LZZZZZZZ.j
"0330373838";"Buried for Pleasure";"Edmund Crispin";"0";"Pan Books Ltd";"http://images.amazon.com/images/P/0330373838.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0330373838.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0330373838.01.LZZZZZZZ.jp
"0373833091";"Mistletoe Marriages";"Elaine Barbieri";"1994";"Harlequin";"http://images.amazon.com/images/P/0373833091.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373833091.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373833091.01.LZZZZZZZ.jp
"055214410X";"Miss Honoria West";"Ruth Hamilton";"2003";"Corgi Books";"http://images.amazon.com/images/P/055214410X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/055214410X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/055214410X.01.LZZZZZZZ.jpg"
"0552140961";"The Wild Seed";"Iris Gower";"2000";"Transworld Publishers Limited";"http://images.amazon.com/images/P/0552140961.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0552140961.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0552140961.01.LZ
"0263797635";"Prescription-One Husband (Medical Romance)";"Marion Lennox";"1996";"Harlequin Mills &amp; Boon Ltd";"http://images.amazon.com/images/P/0263797635.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0263797635.01.MZZZZZZZ.jpg";"http://images.ama
"1577661567";"The Innocent Anthropologist : Notes from a Mud Hut";"Nigel Barley";"2000";"Waveland Pr Inc";"http://images.amazon.com/images/P/1577661567.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1577661567.01.MZZZZZZZ.jpg";"http://images.amazon.com/
"0156001977";"Swing Hammer Swing!";"Jeff Torrington";"1995";"Harcourt";"http://images.amazon.com/images/P/0156001977.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0156001977.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0156001977.01.LZZZZZZZ.jpg
"0701126094";"Round the world on a wheel: Being a narrative of a bicycle ride";"John Foster Fraser";"1982";"Chatto &amp; Windus";"http://images.amazon.com/images/P/0701126094.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0701126094.01.MZZZZZZZ.jpg";"ht
"0375705031";"The New Confessions";"William Boyd";"2000";"Vintage Books USA";"http://images.amazon.com/images/P/0375705031.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375705031.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375705031.01.LZZZZZ
"0714529001";"The Border";"Elaine Feinstein";"1990";"Marion Boyars Publishers";"http://images.amazon.com/images/P/0714529001.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0714529001.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0714529001.01.LZZZ
"0140057463";"How Far Can You Go?";"David Lodge";"1981";"Penguin Books Ltd";"http://images.amazon.com/images/P/0140057463.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140057463.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140057463.01.LZZZZZZ
"0586053603";"A Gentle Occupation";"Dirk Bogarde";"1981";"HarperCollins Publishers";"http://images.amazon.com/images/P/0586053603.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0586053603.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0586053603.01
"1580800467";"The Cruel Sea";"Nicholas Monsarrat";"2000";"Burford Books";"http://images.amazon.com/images/P/1580800467.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1580800467.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1580800467.01.LZZZZZZZ.j
"0690011806";"Bittersweet: Surviving and growing from loneliness";"Terri Schultz";"1976";"Crowell";"http://images.amazon.com/images/P/0690011806.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0690011806.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/
"067977260X";"The Blue Afternoon: A Novel (Blue Afternoon)";"William Boyd";"1997";"Vintage Books USA";"http://images.amazon.com/images/P/067977260X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067977260X.01.MZZZZZZZ.jpg";"http://images.amazon.com/imag
"0751531642";"Slow Coast Home: A 5000-Mile Journey Around the Shores of England and Wales";"Josie Dew";"2004";"Little Brown UK Ltd";"http://images.amazon.com/images/P/0751531642.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0751531642.01.MZZZZZZZ.jpg";
"0743455800";"Smiley's People";"John le Carre";"2002";"Scribner";"http://images.amazon.com/images/P/0743455800.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743455800.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743455800.01.LZZZZZZZ.jpg"
"0330280414";"England Their England (Picador Books)";"A. G. Macdonell";"1995";"Pan Books Ltd";"http://images.amazon.com/images/P/0330280414.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0330280414.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/033
"0340660066";"Vertical Pleasure: The Secret Life of a Tax Man";"Mick Fowler";"1996";"Hodder &amp; Stoughton General Division";"http://images.amazon.com/images/P/0340660066.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0340660066.01.MZZZZZZZ.jpg";"http:
"0141181397";"Kestrel for a Knave";"Barry Hines";"0";"Penguin Putnam~trade";"http://images.amazon.com/images/P/0141181397.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0141181397.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0141181397.01.LZZZZZZ
"0140048103";"A Square of Sky and a Touch of Earth";"Janina David";"1981";"Penguin USA";"http://images.amazon.com/images/P/0140048103.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140048103.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/014004810
"0704339048";"To the Is-land: An Autobiography";"Janet Frame";"0";"The Women's Press";"http://images.amazon.com/images/P/0704339048.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0704339048.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0704339048.
"0871130238";"A Cruel Madness";"Colin Thubron";"1985";"Pub Group West";"http://images.amazon.com/images/P/0871130238.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0871130238.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0871130238.01.LZZZZZZZ.jpg
"0375414983";"My Life as a Fake";"PETER CAREY";"2003";"Knopf";"http://images.amazon.com/images/P/0375414983.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375414983.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375414983.01.LZZZZZZZ.jpg"
"067972463X";"The Autobiography of Alice B. Toklas";"Gertrude Stein";"1990";"Vintage Books USA";"http://images.amazon.com/images/P/067972463X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067972463X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0
"0385324081";"The Thin Red Line";"James Jones";"1998";"Delta";"http://images.amazon.com/images/P/0385324081.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385324081.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385324081.01.LZZZZZZZ.jpg"
"0718110536";"Journey through a small planet";"Emanuel Litvinoff";"1972";"Joseph";"http://images.amazon.com/images/P/0718110536.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0718110536.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0718110536.01.L
"0393325679";"The Glass Cell";"Patricia Highsmith";"2004";"W. W. Norton &amp; Company";"http://images.amazon.com/images/P/0393325679.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0393325679.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0393325679
"0900847964";"The Battle of Pollock's Crossing";"J.L. Carr";"1993";"The Quince Tree Press";"http://images.amazon.com/images/P/0900847964.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0900847964.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/090084
"0802713122";"Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time";"Dava Sobel";"1995";"Walker &amp; Company";"http://images.amazon.com/images/P/0802713122.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0802
"0002726874";"Quartered Safe Out Here: A Recollection of the War in Burma";"George MacDonald Fraser";"1994";"Acacia Press, Inc.";"http://images.amazon.com/images/P/0002726874.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0002726874.01.MZZZZZZZ.jpg";"ht
"0820311286";"The Year the Lights Came on (Brown Thrasher Books)";"Terry Kay";"1989";"University of Georgia Press";"http://images.amazon.com/images/P/0820311286.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0820311286.01.MZZZZZZZ.jpg";"http://images.am
"0385315082";"Borderliners";"PETER HOEG";"1995";"Delta";"http://images.amazon.com/images/P/0385315082.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385315082.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385315082.01.LZZZZZZZ.jpg"
"0679767843";"The Destiny of Nathalie X and Other Stories";"William Boyd";"1997";"Vintage Books USA";"http://images.amazon.com/images/P/0679767843.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679767843.01.MZZZZZZZ.jpg";"http://images.amazon.com/image
"0316296198";"The Magus";"John Fowles";"2001";"Back Bay Books";"http://images.amazon.com/images/P/0316296198.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316296198.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316296198.01.LZZZZZZZ.jpg"
"0767904435";"If I Die in a Combat Zone : Box Me Up and Ship Me Home";"TIM O'BRIEN";"1999";"Broadway";"http://images.amazon.com/images/P/0767904435.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0767904435.01.MZZZZZZZ.jpg";"http://images.amazon.com/imag
"0713904682";"A streak of madness: A novel";"Ian Cochrane";"1973";"Allen Lane";"http://images.amazon.com/images/P/0713904682.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0713904682.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0713904682.01.LZZZ
"0312131178";"The Lost Diaries of Frans Hals : A Novel";"Michael Kernan";"1995";"St. Martin's Griffin";"http://images.amazon.com/images/P/0312131178.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312131178.01.MZZZZZZZ.jpg";"http://images.amazon.com/ima
"0002316196";"Curtain: Poirot's last case";"Agatha Christie";"1975";"Collins";"http://images.amazon.com/images/P/0002316196.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0002316196.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0002316196.01.LZZZZ
"042515260X";"Agatha Christie: An Autobiography";"Agatha Christie";"1996";"Berkley Publishing Group";"http://images.amazon.com/images/P/042515260X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/042515260X.01.MZZZZZZZ.jpg";"http://images.amazon.com/image
"0340556935";"Dogs of Paradise";"Abel Posse";"0";"Trafalgar Square";"http://images.amazon.com/images/P/0340556935.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0340556935.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0340556935.01.LZZZZZZZ.jpg"
"0140084789";"Fielas Child";"Dalene Matthee";"0";"Penguin Putnam~trade";"http://images.amazon.com/images/P/0140084789.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140084789.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140084789.01.LZZZZZZZ.jp
"0349122792";"The Illusionist";"Anita Mason";"1983";"Macdonald &amp; Co";"http://images.amazon.com/images/P/0349122792.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0349122792.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0349122792.01.LZZZZZZZ.j
"0552990566";"Brother of the More Famous Jack";"Barbara Trapido";"1983";"Transworld Publishers Ltd";"http://images.amazon.com/images/P/0552990566.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0552990566.01.MZZZZZZZ.jpg";"http://images.amazon.com/images
"0802133169";"The Rosendorf Quartet";"Nathan Shaham";"1993";"Grove Press";"http://images.amazon.com/images/P/0802133169.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0802133169.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0802133169.01.LZZZZZZZ.
"0815603533";"Levitation: Five Fictions (Library of Modern Jewish Literature)";"Cynthia Ozick";"1995";"Syracuse University Press";"http://images.amazon.com/images/P/0815603533.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0815603533.01.MZZZZZZZ.jpg";"h
"0198606362";"Concise Oxford English Dictionary (Thumb Index Edition)";"Oxford University Press";"2002";"Oxford University Press";"http://images.amazon.com/images/P/0198606362.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0198606362.01.MZZZZZZZ.jpg";"h
"0140187073";"JR (Penguin Twentieth-Century Classics)";"William Gaddis";"1993";"Penguin Books";"http://images.amazon.com/images/P/0140187073.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140187073.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/01
"0786707453";"Jem (And Sam)";"Ferdinand Mount";"2000";"Carroll &amp; Graf Publishers";"http://images.amazon.com/images/P/0786707453.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786707453.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786707453.
"0340011807";"The Latter Days at Colditz";"P.R. Reid";"1983";"Hodder &amp; Stoughton General Division";"http://images.amazon.com/images/P/0340011807.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0340011807.01.MZZZZZZZ.jpg";"http://images.amazon.com/ima
"0874042380";"Some Sweet Day";"Bryan Woolley";"1996";"Texas Western Press";"http://images.amazon.com/images/P/0874042380.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0874042380.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0874042380.01.LZZZZZZZ
"0747504687";"The Alchemist";"Mark Illis";"1990";"Bloomsbury Publishing Plc";"http://images.amazon.com/images/P/0747504687.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0747504687.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0747504687.01.LZZZZZ
"0140152989";"Solomon Gursky Was Here";"Mordecai Richler";"1991";"Penguin USA";"http://images.amazon.com/images/P/0140152989.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140152989.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140152989.01.LZZZ
"0786705035";"By Love Possessed";"James Gould Cozzens";"1998";"Carroll &amp; Graf Publishers";"http://images.amazon.com/images/P/0786705035.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786705035.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/078
"058230203X";"Longman Dictionary of English Language and Culture, Second Edition";"Longman";"2000";"Pearson ESL";"http://images.amazon.com/images/P/058230203X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/058230203X.01.MZZZZZZZ.jpg";"http://images.amaz
"1860461034";"Memed, My Hawk";"Yashar Kemal";"1993";"Trafalgar Square";"http://images.amazon.com/images/P/1860461034.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1860461034.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1860461034.01.LZZZZZZZ.jpg
"0140033912";"A Dutiful Daughter";"Thomas Keneally";"1985";"Penguin USA";"http://images.amazon.com/images/P/0140033912.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140033912.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140033912.01.LZZZZZZZ.j
"0140109293";"Bring Larks and Heroes";"Thomas Keneally";"1995";"Penguin USA";"http://images.amazon.com/images/P/0140109293.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140109293.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140109293.01.LZZZZZ
"0679752706";"The Temple of the Golden Pavilion";"Yukio Mishima";"1994";"Vintage Books USA";"http://images.amazon.com/images/P/0679752706.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679752706.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/06797
"019431510X";"Oxford Advanced Learner's Dictionary: Of Current English";"A. S. Hornby";"2000";"Oxford University Press";"http://images.amazon.com/images/P/019431510X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/019431510X.01.MZZZZZZZ.jpg";"http://imag
"000223257X";"The Family Mashber";"Der Nister";"1987";"HarperCollins Publishers";"http://images.amazon.com/images/P/000223257X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/000223257X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/000223257X.01.LZ
"0140144080";"Other Side (Contemporary American Fiction)";"Mary Gordon";"1990";"Penguin Books";"http://images.amazon.com/images/P/0140144080.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140144080.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/01
"0871311607";"Boy";"Christine de Rivoyre";"1974";"distributed by Lippincott";"http://images.amazon.com/images/P/0871311607.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0871311607.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0871311607.01.LZZZZZ
"0571145981";"Little Portia";"Simon Gray";"1967";"Faber and Faber Ltd";"http://images.amazon.com/images/P/0571145981.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0571145981.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0571145981.01.LZZZZZZZ.jpg
"0140077103";"The Spanish Doctor";"Matt Cohen";"1985";"Penguin Books Australia Ltd";"http://images.amazon.com/images/P/0140077103.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140077103.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140077103.01
"0618056750";"A Journey in Ladakh: Encounters with Buddhism";"Andrew Harvey";"2000";"Mariner Books";"http://images.amazon.com/images/P/0618056750.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618056750.01.MZZZZZZZ.jpg";"http://images.amazon.com/images
"0679726217";"Rabbit Boss (Vintage Contemporaries)";"Thomas Sanchez";"1989";"Vintage Books USA";"http://images.amazon.com/images/P/0679726217.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679726217.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0
"087113070X";"In the Labyrinth";"John David Morley";"1986";"Pub Group West";"http://images.amazon.com/images/P/087113070X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/087113070X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/087113070X.01.LZZZZZZ
"0449001172";"Wartime Lies : A Novel";"LOUIS BEGLEY";"1997";"Ballantine Books";"http://images.amazon.com/images/P/0449001172.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449001172.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449001172.01.LZZZ
"0553380435";"A Close Run Thing : A Novel of Wellington's Army of 1815";"ALLAN MALLINSON";"2000";"Bantam";"http://images.amazon.com/images/P/0553380435.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553380435.01.MZZZZZZZ.jpg";"http://images.amazon.com/
"0718115236";"Rising";"R. C Hutchinson";"1976";"Michael Joseph";"http://images.amazon.com/images/P/0718115236.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0718115236.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0718115236.01.LZZZZZZZ.jpg"
"0091385601";"The Price of Coal";"Barry Hines";"1979";"Nelson Thornes";"http://images.amazon.com/images/P/0091385601.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0091385601.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0091385601.01.LZZZZZZZ.jpg
"0449911748";"Searching for Caleb";"Anne Tyler";"1996";"Ballantine Books";"http://images.amazon.com/images/P/0449911748.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449911748.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449911748.01.LZZZZZZZ.
"0679752501";"Run River (Vintage International)";"Joan Didion";"1994";"Vintage Books USA";"http://images.amazon.com/images/P/0679752501.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679752501.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679752
"225314858X";"Daniel Martin";"John Fowles";"1999";"LGF";"http://images.amazon.com/images/P/225314858X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/225314858X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/225314858X.01.LZZZZZZZ.jpg"
"0755109996";"Growing Up in the Gorbals";"Ralph Glasser";"2001";"House of Stratus";"http://images.amazon.com/images/P/0755109996.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0755109996.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0755109996.01.
"1580800564";"The Last Enemy (Classics of War)";"Richard Hillary";"1998";"Burford Books";"http://images.amazon.com/images/P/1580800564.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1580800564.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/15808005
"0440125103";"Fine";"Samuel, M.D. Shem";"1986";"Dell Publishing Company";"http://images.amazon.com/images/P/0440125103.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440125103.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440125103.01.LZZZZZZZ.j
"0749397594";"Judas Cloth";"Julia O'Faolain";"1993";"Minerva";"http://images.amazon.com/images/P/0749397594.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0749397594.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0749397594.01.LZZZZZZZ.jpg"
"0316916056";"Put Out More Flags";"Evelyn Waugh";"2002";"Back Bay Books";"http://images.amazon.com/images/P/0316916056.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316916056.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316916056.01.LZZZZZZZ.j
"0870744178";"Invisible Mending";"Frederick Busch";"1997";"Southern Methodist University Press";"http://images.amazon.com/images/P/0870744178.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0870744178.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0
"0449911934";"Rabbit Redux";"John Updike";"1996";"Ballantine Books";"http://images.amazon.com/images/P/0449911934.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449911934.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449911934.01.LZZZZZZZ.jpg"
"0679761829";"Generations of Winter";"Vassily Aksyonov";"1995";"Vintage Books USA";"http://images.amazon.com/images/P/0679761829.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679761829.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679761829.01.
"0803287119";"A Lady's Experiences in the Wild West in 1883";"Rose Pender";"1985";"University of Nebraska Press";"http://images.amazon.com/images/P/0803287119.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0803287119.01.MZZZZZZZ.jpg";"http://images.amaz
"0253205492";"The Cavalry Maiden: Journals of a Russian Officer in the Napoleonic Wars (Indiana-Michigan Series in Russian and East European Studies)";"Nadezhda Durova";"1989";"Indiana University Press";"http://images.amazon.com/images/P/0253205492.01.THUMBZ
"0224052829";"Nineteen twenty-one";"Adam Thorpe";"2001";"Jonathan Cape";"http://images.amazon.com/images/P/0224052829.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0224052829.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0224052829.01.LZZZZZZZ.jp
"0397001517";"To Kill a Mockingbird";"Harper Lee";"1960";"Harpercollins";"http://images.amazon.com/images/P/0397001517.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0397001517.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0397001517.01.LZZZZZZZ.j
"080500856X";"Family: Family and Borghesia, Two Novellas";"Natalia Ginzberg";"1988";"Henry Holt &amp; Co";"http://images.amazon.com/images/P/080500856X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/080500856X.01.MZZZZZZZ.jpg";"http://images.amazon.com/
"0156006006";"Ingenious Pain (Harvest Book)";"Andrew Miller";"1998";"Harvest Books";"http://images.amazon.com/images/P/0156006006.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0156006006.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0156006006.01
"044900452X";"Bech: A Book";"John Updike";"1998";"Ballantine Books";"http://images.amazon.com/images/P/044900452X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/044900452X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/044900452X.01.LZZZZZZZ.jpg"
